###############################################################################
######### Example of a particle spawning file produced by the scripts #########
###############################################################################

# 14 is the number of particles, 
# [particle number], [Longitude], [Latitude], [Depth], [Date and Time]

14
1, -10.300000000000001, 48.84999999999998, 0.0, '2001/01/01 00:59:60', 1000
2, -10.300000000000001, 48.84999999999998, -202.25991358852303, '2001/01/01 00:59:60', 1000
3, -10.300000000000001, 48.899999999999977, 0.0, '2001/01/01 00:59:60', 1000
4, -10.300000000000001, 48.899999999999977, -161.11882848629463, '2001/01/01 00:59:60', 1000
5, -10.300000000000001, 48.949999999999974, 0.0, '2001/01/01 00:59:60', 1000
6, -10.300000000000001, 48.949999999999974, -151.45567454692417, '2001/01/01 00:59:60', 1000
7, -10.220000000000001, 48.84999999999998, 0.0, '2001/01/01 00:59:60', 1000
8, -10.220000000000001, 48.84999999999998, -152.40977519956309, '2001/01/01 00:59:60', 1000
9, -10.140000000000001, 48.799999999999983, 0.0, '2001/01/01 00:59:60', 1000
10, -10.140000000000001, 48.799999999999983, -166.95437436986867, '2001/01/01 00:59:60', 1000
11, -10.06, 48.799999999999983, 0.0, '2001/01/01 00:59:60', 1000
12, -10.06, 48.799999999999983, -243.32323341457109, '2001/01/01 00:59:60', 1000
13, -10.06, 48.84999999999998, 0.0, '2001/01/01 00:59:60', 1000
14, -10.06, 48.84999999999998, -178.64732829929727, '2001/01/01 00:59:60', 1000
